Hisense T965
Hisense T963
Oppo PCLM50
Oppo R819T
TECNO KA7O
Doro Liberto 810
DigiLand SC-725
MyPhone my28S DTV
COMIO P1
Samsung SCH-I919U
ZTE Orange Novi
Facime FLEET_7
ADOC D30
OPPO R9 Plus A
Pantech SKY IM-A650S
LiteTEL X30
Lenovo A2016b30
STF Mobile BLOCK 3 mini
Bluebird EF550
Lenovo A2016b31
Doro Liberto 825
Hyundai Seoul S8
Doro Liberto 822
IUSA TR10CS1
JVL070TAB812BLK
Doro Liberto 820
MLAB_KIDS_PLUS
Samsung GT-I9128
Hometech Alfa7LM
TCT TCL P500M
Huawei VIETTEL V8404
ZTE Z3351S
Philips QM163E
Emerson EM749_748
Lenovo A7020a48
ZTE MTC 1055
Xiaomi Cmi
Lenovo A7020a40
Cherry Mobile Aqua S9 lite
Huawei INE-LX2r
STG Telecom STG A1
Archos 50b Neon
HighScreen Power Ice
ecom Smart-Ex02 ROW
Avion A10
ASUS_X013DB
ASUS_X013DA
ZTE Blade A531
AllView Viva_C703
AllView Viva_C701
AllView Viva_C702
SSB PHONES LM5118R_GO
Huawei INE-LX1r
LGE enV Touch2
Bluebird EF501
Logicom Le Smooth
Lenovo K53a48
ASUS_Z01KDA
HP Slate 17
Philips QM161E
Myphone myA8 DTV
Bluebird EF500
Sharp DM-01H
Sharp DM-01J
Azumi IRO A55 Q Pro
HP Slate 21
Archos 50F Neon
TCT TCL P502U
HUAWEI G525-U00
Tele2
LGE LM-X220PM
Winnovo P20-Tab
Huawei U8812D
DigiLand mid1031_mp_64
Digma Plane_1559_4G_PS1173PL
Doppio SG504
beafon MX1
HUAWEI G521-L176
Sony Ericsson SOL21
Sony Ericsson SOL22
Cherry Mobile Flare S7 Plus
Vodafone VFD 311
Vodafone VFD 310
Neffos_C7A
HUAWEI CUN-L33
Coolpad 1903
Myphone SmartView_7_3G
Huawei U8815N
Cobalt-T7_3G
Coolpad 1904
ZTE Amazing X5s
Coolpad 1921
Huawei ATH-TL00
AKOR TG797
QMobile S1 Lite
ZTE Q701C
ZTE V8602
Vodafone VFD 300
LGE LG-F820L
Vodafone VFD 301
ZTE Optimus San Francisco
Huawei M330
DEXP B450
Smart B790
Coolpad 1932
Motorola RAZR MAXX
Coolpad 7270_W00
INTEX AQUA STYLE 3
Lenovo S90-L
Lenovo S90-A
ZTE Blade A522
Samsung SCV46-j
HTC A37 DUGL
HTC Wildfire R70
Neffos_C9A
AllView P7_Lite_TM
Huawei M321
TCL PANASONIC TV
Haier A42P
Ipro WePad
ZTE Blade A510
Alco_S9
ZTE Blade A511
Coolpad Spice Mi-515
Philips QM164E
Lenovo S90-e
ZTE Blade A515
ROKiT IO Pro
Lenovo P90
Coolpad 1939
HUAWEI CUN-L21
Huawei JAT-TL00
Huawei M311
HUAWEI CUN-L22
Huawei M310
HUAWEI CUN-L23
Karbonn Titanium Jumbo
Samsung SCV46-u
TCT 5059D
TCT 5059I
HTC PRO_DD
TCT 5058Y
TCT 5059A
Starlight I_Star_Plus
HAUS JS408
LGE LG-H631
TCT 5059T
LGE LG-H634
Wiko W-V720-TVM
LGE LG-H635
TCT 5059Y
LGE LG-H636
TCT 5059X
Hyundai HT0703K16
TCT 5059J
Gionee M5L
Hotwav HOT 6
Sony BRAVIA 4K VH2
LGE LG-H630
LGU+ S60UPA
NUU_A3L
Clickonica Exclusive iTabS10
TCT 5059Z
Multilaser ML-JI-M7-4G
Fujitsu M555
Packard Bell M7600-D
i-Buddie TG08RK1
BQru BQ-7022
LGU+ S60UPI
Panasonic SMLK2A
COMIO C2
Haier P11
Haier P10
Google Automotive SDK built for x86
HUAWEI ALE-CL00
Stylus Symbol_SP4002G
COMIO C1
Oppo X9079
Motorola-XT502
Positivo YPY_07FTBF
Oppo X9077
Oppo X9076
Gionee M3S
VUCATIMES N8
Oppo X9070
Raylandz P5000
VUCATIMES N7
Samsung GT-N8020
QPS Digital Electronics ASIUR-702
QPS Digital Electronics ASIUR-703
Stream S7
Stream S9
Huawei PRA-LA1
How HT-705
How HT-704
Haier I7A-LE
Vastking KingPad_K10_EEA
Samsung GT-N8013
Infinix-X521-LTE
Samsung GT-N8010
VfonX GP8
Enspert CINK PEAX
D-Tech D5-L
NASCO Warrior
TCT 5054X
Hyundai L465
TCT 5054W
LGE LG-UK495
TCT ONE_TOUCH_PIXI3
HTC_D310n
Sonimtech RS80
ENIE EH3
ZTE Blade A460
HP 7 VoiceTab
ZTE Blade A462
Gionee S5.1
Oppo PBAT00
ZTE Blade A465
Lenovo TB-X304X
Gionee S5.5
Brightside BS101
Xiaomi MI CC 9
Xiaomi HM NOTE 1S
TCT 5056A
Lenovo TB-X304N
Lenovo TB-X304L
UNONU_W609
Xiaomi HM NOTE 1W
TCT 5056E
TCT 5056D
Lenovo TB-X304F
Xgody XGTB-A
Sharp IF9003
Sharp IF9007
Sharp IF9009
ZTE Blade A450
ZTE Blade G Lux
TCT 5056U
ZTE Blade A452
Gionee M11
TCT 5056T
TCT 5056I
Zettaly Avy ZA-407
TCT 5056G
TCT 5056N
TCT 5056M
Auchan Q5S5IN4G
General Mobile Discovery Air
Samsung GT-P1000
Huawei VIETTEL V8506
Fujitsu M532
TCT 5056X
TCT 5056W
Sonimtech RS60
HUAWEI M2-A01L
Archos QiLive 97R
Athesi RT4500
HTC One mini 2
KT Tech KM-S330
OYYUT11
Xgody XGTB-E
Archos 90b Copper
Huawei MediaPad 10 LINK
Lenovo TB-X306X
Lenovo TB-X306V
AG Mobile Status
SEWOO NBP-65
TCT 5057M
TCT 5058A
Samsung GT-P1010
PadBook
Samsung GT-P1013
Lenovo TB-X306F
HUAWEI M2-A01W
TCT 5058T
Trekstor st70408_4_coho
ZTE Blade A470
STG Telecom STG X3
Oppo X909T
ZTE Blade A475
ZTE Blade A476
Umax 10A_LTE_eea
STG Telecom STG X1
TCT 5058J
STG Telecom STG X2
TCT 5058I
Huawei TRT-AL00
eSTAR GO! IPS Quad core 3G
Auchan S5T10IN3G
Mobicell GEO
Samsung SM-J327VPP
Samsung SM-G960U1
Sony LT30a
TCT 5050Y
TCT 5051A
LGE LGUK750
Mobicell GEM
TCT 5050S
Lenovo MD_LIFETAB_P9516
TCT 5050X
TCT 5051M
Sony LT30p
Oppo PDET10
TCT 5051J
STG Telecom STG S1
TCT 5051D
Mobicell COSMO
TCT 5052A
Samsung SHV-E400S
TCT 5051T
Denso Wave BHT-M70-QWG-A10
TCT 5051X
Oppo PDPT00
Samsung SHV-E400K
Coolpad Spice Mi-496
TCT 5052D
NASCO SNAP
Sony Ericsson ST21i2
Sharp LCD_50FOCAG1T
TCT 5053A
ZTE moii E598
TCT 5052Y
Entity ENT15QF220
Archos 50 Platinum
Grundig Android TV
Samsung GT-I9050
TCT TCL_P561U
bq Edison 3
TCT 5053D
TCT 5053K
Venturer VCT9F78Q22-A1
Hisense LED32K360J3D
Tablet_DL_3420
Venturer VCT9F78Q22-A0
TCT 5054D
Samsung SM-J330N
Xolo Era_4X
Oppo PCCT00
Samsung SM-J330L
TCT 5054A
C5 Mobile noaXPower
Advan digital ADVAN S40
Samsung SM-J330G
Samsung SM-J330F
TCT 5053Y
TCT 5054T
TCT 5054S
Ruggear RG650 U
Samsung SM-J3308
Medion P72035
kozen T5
Samsung SM-J337V
AllView A5_Lite
Samsung SM-J337W
Samsung SM-J337T
Samsung SM-J337U
Samsung GT-N8005
Samsung SM-J337P
SSB PHONES AMS5118R_GO
Surftab WAF
HUAWEI-WATCH
Samsung SM-A115AP
Oppo R8107
Samsung SM-J337A
Oppo R8106
Samsung GT-N8000
Samsung SM-A115AZ
Impecca ET7050D
Neostra-R7
Oppo R8109
AllView X2_Soul_Style_Plus
Auchan Q4T10INK
Haier P20
HUAWEI Y310-5000
Samsung GT-I9070
Samsung GT-I9060
KLIPAD_SMART_D791
Archos QiLive 8QC
Hisense HLTE221E.20
Kyowon KA-E410W
iWaylink MC432A_GWL
Logicom M bot 60
Motorola XT555C
StarMobile UP_Selfie
RCA 2K AI Smart TV
Vertex BLK3D
SYLVANIA 4K Smart TV
LGE LG-H650
HTC D516t
HTC HTV31
Logicom M bot 51
Logicom M bot 52
AIDATA ADT1012L
Kruger&Matz Flow 7S
Logicom M bot 54
Blu C6L 2020
Vernee note
HTC D516w
AllView A8_Lite_TM
HTC D516d
Huawei U8860
Samsung GT-I9082
HTC PRO_DS
Senwa S40E
TCT 5050A
VerD E2
Blu Studio View
VerD E1
Myphone myT3 DTV
HTC 2Q4R300
Sharp AQUOS-TVE19G
Samsung SM-G611S
Auchan S4T7IN3G
DEXP B11
Samsung SM-G611M
Samsung SM-G611L
Sharp AQUOS-TVE19C
Samsung SM-J730FM
Archos 90 Neon
Nextgear n1
Coolpad 8079
HTC 0PM912
Cellution PADUA
Lenovo TB-8505X
DEXP B140
Samsung SM-G611K
Sprint AQT100
GFive Xhero_7
Positivo Twist Tab Kids
DEXP B145
Samsung SM-G611F
Archos 70 Oxygen
Ascom Myco 3 Wi-Fi EU
Lenovo TB-8505N
Samsung SM-J730GM
LGE LG-MS770
Panasonic FZ-A1B
Lenovo TB-7306V
Samsung SM-A507FN
Xiaomi Mi 9T
Anydata EM63
Lenovo TB-8505F
AllView P4_Pro
Prestigio PMT5791_4G
Prestigio PSP5506DUO
MDC Store Nova Pro
Google rammus
Lenovo TB-8504X
Lanix Ilium Pad L8X
Fujitsu Patio600
Huawei U8600
SAMSUNG-SM-G935A
Smart Notrino
Acer b1-720
LGU+ LAP250U
Samsung SM-G6100
ZOOMME M2
Acer b1-721
ZOOMME M3
ZOOMME M1
Lenovo TB-8504L
ZOOMME M6
LGE LG-P875h
Mobicell EGO
Lenovo TB-8504N
DEXP M110
Hotwav Magic Q8
Lenovo TB-7305X
Wintouch K72P
LUXO C1
Lenovo TB-8504F
Masstel Tab8Pro
Panasonic FZ-A2A
Logicom La_Tab_74
Logicom La_Tab_73
Southern Telecom ST13
Professional Mobile Pro V5
Lenovo TB-7306F
Venturer VCT9F78Q22
Samsung SM-G610L
Samsung SM-G610K
ZTE-SKATE
Samsung SM-G610M
Lenovo TB-7304X
Samsung SM-G610Y
Samsung SM-G610S
Coolpad 8089
Dingding X11S
Trifone Passion_Pro
Motorola moto e(7)
So ! Generation T8100
Lenovo TB-7305I
TCT 5002X_EEA
Lenovo TB-X605FC
Dragontouch Y88X_A
Lenovo TB-7305F
Samsung SM-G610F
SPC Universe Gravity Max
ZTE K87CC
Sony LT18i
Datamini T84G
Lenovo S938t
Samsung SM-J111M
ZTE K87CA
DEXP M170
Samsung SM-J111F
Lenovo TB-7304N
Samsung SM-G615F
So ! Generation T8116
AllView Viva_H1001_LTE
Lenovo TB-7304I
LGE LG KH5200
Lenovo TB-7304F
Logicom La_Tab_90
Gigabyte GSmart7Tab
Xiaomi Mi 4i
Coolpad 801E
Samsung SM-J110L
Xiaomi Redmi 5 Plus
Lenovo TB-X605LC
Samsung SM-J110M
Wintouch K702
Digma CITI_7507_4G_CS7113PL
LGE LG-P870h
Samsung SM-J110H
Samsung SM-J110G
TCT D820X
Condor Allure M3 Lite
Coolpad 8021
Samsung SM-J110F
TECNO i3 Pro
DEXP B38
Samsung SM-F415F
Prestigio PSP5518DUO
Samsung SCH-S968C
DEXP B31
Samsung SM-G988U1
Ikimobile GO5_55
TCL UnionTV
Trimble Navigation TDC100_4G
DEXP B160
Xiaomi Redmi 8
Xiaomi Redmi 5
Xiaomi Redmi 4
Xiaomi Redmi 7
Xiaomi Redmi 6
Azumi V5+
Lenovo K53b36
DEXP B21
Xiaomi Redmi 3
Lenovo K53b37
Samsung SM-J610FN
Vulcan TA71CA2
Azumi V54
Azumi V55
China Mobile M762G
HaloBop BG001
Vulcan TA71CA1
HTC6545LVW
Azumi V5C
DEXP B18
DEXP B155
DEXP B17
Vodafone 785
lephoneP1
Pantech IM-A900S
Pantech IM-A900L
SAMSUNG-SM-G930AZ
Pantech IM-A900K
Sansui Go
Sharp LCD_50SUMTCCA_XA
Reliance LS-4008
Oppo R809T
AWOW MID_1085_EEA
Mystic ATV R2
TCT TCL A865
Mystic ATV R1
Partner Evolution
Samsung SM-S120VL
Lexibook MFS100
Figi Gtwo
Oppo X9009
Oppo X9007
Oppo X9006
Umax VisionBook_P50Plus_LTE
Premio 186HS1050232
Vonino Jax_S
Oppo X9000
Samsung SM-G870F
Doppio SG402
RCA RCT6873W42BMF8
Huawei SHT-AL09
Huawei KNT-AL10
TCL BeyondTV2
Ditecma M1092R
TCL BeyondTV5
NVIDIA SHIELD Console
CORN R60
Anydata CT710
Hurricane Sprint
Blackview BV8000Pro_RU
i-Buddie TR10CS1
Samsung SM-A515F
Sharp LCD-UF30A
Samsung SM-A5160
Samsung SM-A515U
Samsung SM-A515W
Prestigio PSP5531DUO
Leagoo T5c
Kanji KJ_OB02
Samsung SM-A516B
Kanji KJ_OB03
Elephone A6_Max
ASUS_Z01HDA
SAMSUNG-SM-G930A
Vodafone VF695
Lenovo YOGA Tablet 2 Pro-1380F
TECNO KD6a
Samsung SM-A516N
EKO Star 4.0 G40
Hisense LED40K360X3D
TCT 5027B
Lenovo YOGA Tablet 2 Pro-1380L
Samsung SM-A516U
Samsung SM-A516V
UNITED TV 4K AI Smart TV
Bullitt Group S60
EKO Star 6.0 G65
Archos Oxygen 68XL
Meizu S6
Samsung SM-G8750
TCT 5028D
TECNO KD7h
MTC Infiniton 4K Android TV
OpelMobile_SmartX1
SK Telesys Ice-Phone Forever
FUNKER E500i
TCT 5028A
Bmobile_B60Pro
TCT 5028Y
TECNO KD7S
Hyundai E601F
Blu Dash 4.5
TCT 5029F
TCT 5029E
Xiaomi Mi A2
Xiaomi Mi A3
TCT 5029D
Innjoo Halo_4_mini_LTE
TCT 5029A
Sharp SBM203SH
Samsung SM-G870W
TCT 5029Y
Leagoo T8s
Xiaomi Mi A1
Huawei KNT-AL20
Technopc UP10SI36LA
Vodafone VF685
Coolpad Idea ULTRA
Samsung SM-J120ZN
Hisense E2070
Proscan PLT8235G
Eigou M5501_B
Condor HS-U939
itel it1556 plus
LGE LM-F100
RCA DRP2091
Motorola MotoMB511
itel it1508 Plus
Hisense LED50K680X3DU
MyPhone my77 DTV
TCT 5023F
TCT 5023E
BLU Grand X LTE
Hisense LED55XT780G3D
BQru-5503
BQru-5504
LGE LG-H990
VOTO V5X
Acer Liquid
TCT 5024A
Xiaomi Redmi Note 5 Pro
TCT 5024F
ATM R5
AllView X5_Soul_Style
TCT 5024D
Acer GT-810
nJoy_Arcas_7
Samsung SM-T395C
TECNO-PHANTOM5
Flylife Connect 7 3G 2
TCT 5024J
CORN R10
TCT 5024I
Philco PCS01
ZTE A2021E
Philco PCS02
ZTE A2021G
ZTE A2021H
Stylus WIN4
TCT 5025D
Huawei NXT-AL10
ZTE A2021L
TCT 5025G
TCT 5025E
Linsar 4K Android TV
Samsung GT-S5690R
YU 6000
Samsung SM-J100VPP
Samsung SM-T395N
Urovo i9000S
VOTO V2i
TCT 5025X
Sharp SH8288U
Vestel V_TAB_8010
TCT 5003D_EEA
Doro 825_T-Mobile
BQru-5521
HighScreen Max3
LGE LG-H970
MyPhone Power
Infocus M370
TCT 5026D
TCT 4087U
XTOUCH X10
Infocus M372
Redmi K30 5G
TCT 4087N
Gionee P8W
TCT 4087M
TCT 5026A
Continential CE10412
Kyocera C6740N
Vivo V1986A
LGE LG-H962
LGE LG-H968
TCT 5026J
Coolpad 5219_C00
BQru-5510
Gionee P8M
Infocus M377
LGE LG-H960
Samsung SM-T397U
Movitel M8420
Olivetti Graphos A10
LGE LG-H959
Multilaser ML-SO-M9-3G
Movitel M8422
Time2 TP1060J
Cobalt CP101P
Movitel M8421
Sony XQ-AQ52
Docomo N-08D
Acer I110
Sony Ericsson R800i
LGE LG-H950
Movitel M8424
CORN R40
LGE LG-H955
Movitel M8423
Southern Telecom ST10/ST10x
Reveal 16i
Sony Ericsson R800x
OBI MV1
Samsung SM-N900P
Emdoor em_i8180
Samsung SM-N900S
Sony XQ-AQ62
Samsung SM-N900U
Samsung SM-N900T
ViewSonic Viewphone Q5
IVA Mobile LAMCY L400
Samsung SM-N900V
Ulefone Armor_3WT
Samsung SM-N900K
Seuic CRUISE1
Samsung SM-N900L
Samsung SM-A5100
Samsung GT-S5690L
Freebit TONE m15
Movitel M8416
i-Buddie TR10CD1
Movitel M8419
Aminocom Amigo7xSCB
Movitel M8418
Movitel M8415
Movitel M8414
Samsung GT-S5690M
Samsung SM-A5108
Samsung SM-N9009
Samsung SM-N9008
Bangho_AERO7
Altice STARXTREM5
Pixus_Sprint
Samsung SM-A510F
cello UK 4K Android TV
Gionee P5W
Samsung SM-A510K
Samsung SM-A510L
Samsung SM-A510M
Gionee P5L
Archos 70 Helium
LGE LG-H930
LGE LG-H931
Samsung SM-A510S
LGE LG-H932
Meizu M6
Klipad KL1018E_EEA
LGE LG-H933
Samsung SM-A510X
Archos BUSH SPIRA D5.5 Dual Camera
Samsung SM-A510Y
Blackview A9_Pro
Samsung SHW-M135L
CORN R20
Samsung SHW-M135K
Vestel V_TAB_8059
Ilike X3 PRO SLIM
ZTE Blade VEC
Gionee P4S
Clementoni Clempad_HR_XL
G-TiDE EX750
HTC Desire 526G
Sony Ericsson R800a
Energizer S550
Huawei AGS-L03
Hyundai TCC893X_EVM
Nokia 8.3 5G
Samsung SGH-M819N
Vivo V1981A
Gionee P3S
Huawei AGS-L09
HUAWEI U8950D
RCA 2K Android TV
TeloSystems TELO_TE610
Meizu M1852
Zebra PS20J
Vernee Thor E
Winnovo T10
Ikimobile KF45
STF Mobile ST-922098
vivo Xplay6
Karbonn Sparkle V
ZTE NX523J_V1
BLU STUDIO X MINI
TCT TECTOY
HUAWEI G6-T00
STF Mobile ST-922081
Gionee P2M
Ilike P3
Gigabyte TECNO P3S
Huawei RNE-L02
Technocrat SC777
Huawei RNE-L01
Huawei RNE-L03
Future Mobile Technology FXT113R
LGE LGUK410
Samsung SM-N9002
Samsung SM-N9005
Samsung SM-N9007
Digma Optima 1028 3G TS1215PG
Samsung SM-N9006
Maze_speed SSB1000T
Meizu M1822
Digma Plane 7539E 4G PS7155ML
Huawei X1 7.0
JVC 2K Android TV
Samsung SM-J100Y
SAMSUNG-SM-G928A
HDC S.A. T700B
Cherry Mobile Aqua_Infinity
Hisense F8 MINI
Samsung 403SC
Wiko Sunny2 Plus
Samsung SM-J100M
LGE LG-P880g
Samsung SM-J100H
Infinix Zero 4
A1 ADT-3
Infinix Zero 3
Samsung SM-J100G
Konrow Sky
Samsung SM-J100F
NEC D000-000018-004
NEC D000-000018-003
NEC D000-000018-002
NEC D000-000018-001
Mobicell Samba
Lenovo K8 Plus
Bundy Mobile BTOUCH7_PLUS
Dual 2K Android TV
AllView A10_Lite_2GB
Sony LT22i
Motorola Solutions MSLB-MKZ900i
Huawei 007HW
TCT 5053Y_EEA
TCT FL03
TCT FL02
Huawei U8510
Oukitel U16 Max
GSmart GX2
Samsung SCH-R760X
Archos 55 Platinum
Samsung SM-J106M
Huawei U8520
Sony WT19i
Samsung SM-J106F
Samsung SM-J106H
Samsung SM-J106B
Acer ACTAB721
Sony WT19a
Kiowa X4_Plus
EL W45S
Karbonn A45 Indian
Samsung SM-J105Y
NGM Italia SRL E505plus
Oppo R8000
Oppo R8001
Hotwav Symbol Max
Huawei ES8100
Blackview BV5800 PRO
CloudFone Thrill Boost 2 Plus
Samsung SM-J105M
TCT 5033Y_EEA
HighScreen HS Boost 4
Samsung SM-J105F
Dragontouch X80 Plus
Haier NEO7-2
Samsung SM-J105H
Haier NEO7-1
Hipstreet HS_7DTB35
Samsung SM-J105B
Samsung SCH-S960L
LGE LG-MS840
Oppo R8006
Oppo R8007
Invens Fighter
SPC Mobile L70_Lite
Advan digital 5701
Sony LT25i
Redmi Y3
Advantage Air PIC8GS10
MyPhone C-Smart_pix
BMXC N107
Sansei TS7A1
Lenovo 2 A7-30TC
Kruger&Matz Drive 5
UNONU_L55D
Cricket U304AC
ZOOMME Z1
Fly Life Play
Huawei U8500
Samsung SM-G6000
Blackview BV5500
Lenovo L18021
Samsung SCH-S950C
ZTE V889M
Myphone MY801
Nomu M8
ZTE V889S
Inco Rouge1
LitByLeia LPD-11W
TECNO KC8S
Myphone MY802
Cherry Mobile Flare S7 Max
DEXP B260
Myphone MY803
Myphone MY805
Myphone MY806
ZTE V889D
Myphone MY807
TCT TCL A909
ZTE V889F
Anydata P774A
Panasonic GX700C
Samsung SM-G600S
Sky Devices Elite T57
Sky Devices Elite T55
LitByLeia LPD-10W
Huawei BZA-W00
Leeco Le X522
Leeco Le X520
Smartfren EG680
LGE LG-LU3700
Gionee S12 Lite
DEXP B255
Samsung SM-G600F
TCT TCL A919
Auchan Q4T10IN
ZTE Grand X Quad Lite
Sky Devices Elite T45
X-TIGI Hope10 Pro
TCT MTC975
DEXP B245
Prestige PRO10D
OrientTV
HUAWEI U8950-51
TECNO KC6S
Redmi M2007J3SC
Fujitsu Patio730
Huawei HRY-AL00
Hisense C30_02
Anydata P776A
Logicom C Bot Tab 100
Fujitsu arrowsM05
Onn 100003561
ZTE V886J
Hisense HS-I630M
Onn 100003562
Hisense HS-I630T
LGE LG-MS870
Wiko W-K420-TVM
Senwa S571
Doogee X93Pro
Fujitsu arrowsM04
Fujitsu arrowsM03
AllView P10_Style
INOI easyphone
TeloSystems TE580P
Denso Wave BHT-M70-QW-A10
Pegatron E-Tab 4G
Anydata P771A
Coolpad E561
DigiLand DL1018A
Motorola DROID BIONIC
NEC D000-000001-S05
Asus PadFone T008
NEC D000-000001-S00
Carrefour CT1000
Coolpad E570
NEC D000-000001-S01
HTC WF5w
Asus PadFone T00C
ZTE Optimus Monte Carlo
Samsung 404SC
Movistar Jappy_Kids
Klipad KL7599
TabletKiosk TK80
Infocus M518
Future Mobile Technology FMT-NM7116-01
Infocus M511
Infocus M510
Klipad KL7590
Infocus M512
Klipad KL7591
Dell Chromebook 13 (7310)
M3 Mobile M3SM15N
INTEX AQUA CRYSTAL+
HTC ISW12HT
M3 Mobile M3SM15X
NEC D000-000001-S25
Lenovo L18011
Digma Plane 7563N 4G PS7178ML
Huawei RNE-L22
ZTE U880F1
HTC EVARE_UL
Huawei RNE-L21
Zatec WIND
Coolpad E571
Astro_Tab A750
Huawei HONOR H30-L01M
Asus PadFone T004
Ceibal BETELGEUSE
ATVIO MID7015
Logicom L-EMENT_1043_BTK
GPLUS_S9701
Coolpad E580
Huawei RNE-L23
Digma Plane 7565N 3G PS7180PG
LGE LG-V525S1
LGE LG-V525S3
TCT TCL J310
Micromax Bharat 5 Plus
Samsung SM-A500F
Samsung SM-A500G
Samsung SM-A500H
Quantum Fly
TCT TCL W969
LGE LG-H915
Samsung SM-A500K
Samsung SM-A500L
LGE LG-H918
Samsung SM-A500M
TCT TCL A980
Lenovo IdeaTab S6000-H
Nokia 3.1 Plus
Samsung SM-A500S
Navon Orpheus 3G
HTC_P515E
LGE LG-H910
ZTE V880S
TCT TCL A986
TVision
Samsung SM-A500W
Elephone A6_mini
Samsung SM-A500X
Samsung SM-A500Y
Lenovo IdeaTab S6000-F
TCT TCL J320
Gtel X7pro
ZTE V880E
Archos 101b Helium
ZTE V880G
ZTE V880H
TECNO KC1j
TCT TCL A990
BUSH SPIRA D3 5.5
KT Tech KM-S200
Vodafone VFD 100
Sony Internet TV
TCT TCL A998
LGE LG-H900
LGE LG-H901
AKOR TG996
Positivo YPY_10STB
Accent FAST7
Acer B3-A40FHD
Hisense G610M
HTC Desire 10 lifestyle
ZTE BLADE E01
Bravis A512 Harmony Pro
Haier W627
Walton PRIMO NH5
Walton PRIMO NH4
Coolpad 5560S
Zebra TC700H
Olive Oil CT3
Samsung SM-C9008
Lenovo 2 A7-30HC
HUAWEI-M860
Samsung SM-C9000
Huawei Personal U8815-51
Samsung SHW-M130L
Packard Bell PB101
Samsung SHW-M130K
Gionee P8 Max
Meizu 6T
Oukitel C18_Pro
Samsung SM-N750
Hisense AD683G
Casper ATV R2
Casper ATV R1
TCT 5039D
Oale P1
Oale P2
DEXP M210
TCT TCL P520L
Oale P5
Samsung SM-C900Y
Oale P6
Oale P3
HUAWEI-M835
Oale P4
Samsung SM-C900X
Coolpad CK2-01
LGE LG-H820PR
DigiLand DL1010Q
Sharp SBM204SH
Blackview MAX1
Polaroid MID3810PVE02
TCT 5039U
JVC UK 4K Android TV
NEC D000-000001-S85
Samsung SM-C900F
Samsung SM-A505F
TCT T700A
Samsung SM-A505G
Coolmintt_P2
Samsung SM-A505N
Huawei PAR-TL00
SoyMomoLite_V2C
Samsung SM-A505U
Meizu 16
Meizu 15
Samsung SM-A505W
Acer C01
ASUS_X00TDB
Lenovo TB-X606FA
HUAWEI G7-L01
TCT T700X
HUAWEI G7-L02
HUAWEI G7-L03
iBRIT SF56
Anydata P778A
Qilive QT19101HV
Lava T101N
Dell Venue 7 3741
ZTE Libra
Dell Venue 7 3740
Xiaomi MI 9 SE
Samsung SM-A5070
TECNO KC2j
ZTE V883M
Coolpad E502
Coolpad E503
OASYS TEG9300
Bang & Olufsen QM153E
LenovoTV 49E82
Contixo K102
GF214-NEO
Contixo K101
TCT TCL A966
HUAWEI G7-L11
TCT TCL A968
TCT TCL J300
Auchan Q8S55IN4G2
Hoffmann X-Go
Dell Venue 7 3730
Jinga Hit
Sony C6806_GPe
Quantum Fit
Infinix X5010
POPTEL P60
Huawei PAR-TL20
Samsung SM-G860P
MarQ 2K Android TV
Trifone_X7
AURII_AMUSE_4G
Blu Life One X2
Blu Life One X3
LGE LG-H873
Tesla AEONSR570
Polaroid ATV R1
Fujitsu M305
LGE LG-H870
LGE LG-H871
LGE LG-H872
Athesi RT55
Multilaser M8_4G
SERVO P20
Ematic EGQ337
BLU TOUCHBOOK M7
Acer T012
ZTE Skate4.3 H
LGE LG-H868
Xgody T702_EEA
Coolpad 9250L
Bullitt Group S30
Bullitt Group S31
LGE LG-H860
Honda SiRFSoC Android
TCT TCL-P688L
Ematic EGQ347
Prestigio PSP3503DUO
Acer B3-A20B
JLab PRO-7
XL Axiata STI6030
ZTE RacerII
7mobile DRENA
Coolpad MTS-SP150
LGE LG-H858
Lenovo TB-X306NC_PRC
AG Mobile Flair
LGE LG-H850
TCT 5038E
TCT 5038D
LGE LG-H848
Blu Tank Xtreme Pro
TCT VALENCIA
TCT 5038A
Vivo V1732A
LGE LG-H840
True SMART 4G GEN C 5.5
LGE LG-H845
TCT 5038X
True SMART 4G GEN C 5.0
POPTEL P10
TCT 5030U
Storex eZeeTab7D15-M
Lenovo P700
LGE LG-H830
MobiIoT MobiGo2
LGE LG-H831
ZTE NOS FIVE
ARCHOS 80 COBALT
Archos Saphir 50X
mione_S20
AT&T TV
TCT 5061U_TR
Zephir 2K Android TV
KT Tech KM-S120
LGE LG-H820
Energizer P550S
TCT 5033A
TCT 5033D
LGE LG-H815
TCT 5032W
Ematic EGQ307
LGE LG-H818
Prestigio PMT4118_3G_EEA
LGE LG-H819
Lenovo L79041
TCT 5033O
Coolpad ivvi SS2-01
LGE LG-H810
Envizen ClickTabDSh18
LGE LG-H811
LGE LG-H812
TCT 5033T
TCT 5033S
ViewSonic IR7Q
TCT 5033G
TCT 5033F
TCT 5033M
TCT 5033J
WONGKUO T10
Gionee F103
Vivo V2099A
Gionee F105
Lenovo ThinkPad 11e 3rd Gen Chromebook
Gionee F100
TCT 5034D
ZTE Blade Vec
Making Life Simple iQD700
TCT 5033Y
TCT 5033X
Altice STARNAUTE 3
Lenovo TB2-X30F_YZA
Woxter_N200
Lenovo L79031
Logic Mobility T7_plus
Samsung SM-A5000
X-TEK X2
Samsung SM-A5009
ecom Ex-Handy 10 ROW
Gionee F106
TCT I211
Movado Stargazer
TCT I212
BMobile B60Pro_MV03
